vrn,job_card_no,service_date,service_classification,mileage_reading,service_advisor,job_description,total_bill,source_file,source_row,source_field,merge_rule,confidence_score,validation_status,merge_timestamp
KA32AC1626,JC-DevAus-AA1-2627-001137,23-06-2026,General Repair,0,RS1_100B210,,1750.0,JC_Backdate_June2026.csv,309,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1627,JC-DevAus-AA1-2627-001139,23-06-2026,General Repair,0,RS1_100B210,,1750.0,JC_Backdate_June2026.csv,310,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH43CK2734,JC-DevAus-AA1-2627-001131,23-06-2026,General Repair,0,RS1_100B210,,4299.76,JC_Backdate_June2026.csv,311,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA6611,JC-DevAus-AA1-2627-001140,23-06-2026,General Repair,0,RS1_100B210,,17945.1,JC_Backdate_June2026.csv,312,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA6946,JC-DevAus-AA1-2627-001138,23-06-2026,General Repair,0,RS1_100B210,,6726.96,JC_Backdate_June2026.csv,313,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB9970,JC-DevAus-AA1-2627-001142,23-06-2026,General Repair,0,RS1_100B210,,9817.02,JC_Backdate_June2026.csv,314,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12XM2654,JC-DevAus-AA1-2627-001143,23-06-2026,General Repair,0,RS1_100B210,,6433.2,JC_Backdate_June2026.csv,315,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA7995,JC-DevAus-AA1-2627-001144,23-06-2026,General Repair,0,RS1_100B210,,4533.15,JC_Backdate_June2026.csv,316,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA3827,JC-DevAus-AA1-2627-001145,23-06-2026,General Repair,0,RS1_100B210,,22761.5,JC_Backdate_June2026.csv,317,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA33B9800,JC-DevAus-AA1-2627-001146,23-06-2026,General Repair,0,RS1_100B210,,7430.5,JC_Backdate_June2026.csv,318,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB0700,JC-DevAus-AA1-2627-001147,23-06-2026,General Repair,0,RS1_100B210,,8127.72,JC_Backdate_June2026.csv,319,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB1252,JC-DevAus-AA1-2627-001148,23-06-2026,General Repair,0,RS1_100B210,,944.0,JC_Backdate_June2026.csv,320,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA28AB7406,JC-DevAus-AA1-2627-001149,23-06-2026,General Repair,0,RS1_100B210,,2199.91,JC_Backdate_June2026.csv,321,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB8843,JC-DevAus-AA1-2627-001136,23-06-2026,General Repair,0,RS1_100B210,,6871.0,JC_Backdate_June2026.csv,322,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA13C7597,JC-DevAus-AA1-2627-001150,23-06-2026,General Repair,0,RS1_100B210,,12000.2,JC_Backdate_June2026.csv,323,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1342,JC-DevAus-AA1-2627-001151,24-06-2026,General Repair,0,RS1_100B210,,24927.91,JC_Backdate_June2026.csv,324,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB6406,JC-DevAus-AA1-2627-001154,24-06-2026,General Repair,0,RS1_100B210,,20.0,JC_Backdate_June2026.csv,325,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12XM8978,JC-DevAus-AA1-2627-001155,24-06-2026,General Repair,0,CSP_100B210,,20.0,JC_Backdate_June2026.csv,326,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA5457,JC-DevAus-AA1-2627-001159,24-06-2026,General Repair,0,RS1_100B210,,0.0,JC_Backdate_June2026.csv,327,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB4906,JC-DevAus-AA1-2627-001133,24-06-2026,General Repair,0,RS1_100B210,,61506.0,JC_Backdate_June2026.csv,328,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1124,JC-DevAus-AA1-2627-001163,24-06-2026,General Repair,0,RS1_100B210,,71.3,JC_Backdate_June2026.csv,329,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12UM9044,JC-DevAus-AA1-2627-001160,24-06-2026,General Repair,0,AC1_100B210,,18417.0,JC_Backdate_June2026.csv,330,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB1324,JC-DevAus-AA1-2627-001170,24-06-2026,General Repair,0,RS1_100B210,,2529.72,JC_Backdate_June2026.csv,331,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC0544,JC-DevAus-AA1-2627-001161,24-06-2026,General Repair,0,RS1_100B210,,20.0,JC_Backdate_June2026.csv,332,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB6384,JC-DevAus-AA1-2627-001164,24-06-2026,General Repair,0,AC1_100B210,,0.0,JC_Backdate_June2026.csv,333,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA8551,JC-DevAus-AA1-2627-001162,24-06-2026,General Repair,0,CSP_100B210,,2658.0,JC_Backdate_June2026.csv,334,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12WX2418,JC-DevAus-AA1-2627-001171,24-06-2026,General Repair,0,RS1_100B210,,646.75,JC_Backdate_June2026.csv,335,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB6825,JC-DevAus-AA1-2627-001169,24-06-2026,General Repair,0,RS1_100B210,,1888.0,JC_Backdate_June2026.csv,336,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA33B9824,JC-DevAus-AA1-2627-001166,25-06-2026,General Repair,0,AC1_100B210,,31419.34,JC_Backdate_June2026.csv,337,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB4907,JC-DevAus-AA1-2627-001167,25-06-2026,General Repair,0,CSP_100B210,,0.0,JC_Backdate_June2026.csv,338,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB4258,JC-DevAus-AA1-2627-001153,25-06-2026,General Repair,0,RS1_100B210,,44999.9,JC_Backdate_June2026.csv,339,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12YQ0958,JC-DevAus-AA1-2627-001174,25-06-2026,General Repair,0,CSP_100B210,,0.0,JC_Backdate_June2026.csv,340,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA51AM4494,JC-DevAus-AA1-2627-001175,25-06-2026,General Repair,0,CSP_100B210,,11232.81,JC_Backdate_June2026.csv,341,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA7587,JC-DevAus-AA1-2627-001176,25-06-2026,General Repair,0,CSP_100B210,,0.0,JC_Backdate_June2026.csv,342,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC2553,JC-DevAus-AA1-2627-001177,25-06-2026,General Repair,0,CSP_100B210,,0.0,JC_Backdate_June2026.csv,343,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12XM7341,JC-DevAus-AA1-2627-001180,25-06-2026,General Repair,0,CSP_100B210,,1870.0,JC_Backdate_June2026.csv,344,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB6087,JC-DevAus-AA1-2627-001178,25-06-2026,General Repair,0,CSP_100B210,,0.0,JC_Backdate_June2026.csv,345,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB6546,JC-DevAus-AA1-2627-001173,25-06-2026,General Repair,0,CSP_100B210,,20955.91,JC_Backdate_June2026.csv,346,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA4660,JC-DevAus-AA1-2627-001157,25-06-2026,General Repair,0,RS1_100B210,,5164.0,JC_Backdate_June2026.csv,347,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA13AA1596,JC-DevAus-AA1-2627-001179,25-06-2026,General Repair,0,CSP_100B210,,5743.15,JC_Backdate_June2026.csv,348,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB0735,JC-DevAus-AA1-2627-001187,27-06-2026,General Repair,0,CSP_100B210,,8499.83,JC_Backdate_June2026.csv,349,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA5836,JC-DevAus-AA1-2627-001184,27-06-2026,General Repair,0,CSP_100B210,,6700.1,JC_Backdate_June2026.csv,350,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA51AM4494,JC-DevAus-AA1-2627-001186,27-06-2026,General Repair,0,CSP_100B210,,0.0,JC_Backdate_June2026.csv,351,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AC1626,JC-DevAus-AA1-2627-001192,27-06-2026,General Repair,0,RS1_100B210,,17.1,JC_Backdate_June2026.csv,352,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AA7927,JC-DevAus-AA1-2627-001194,27-06-2026,General Repair,0,CSP_100B210,,49355.43,JC_Backdate_June2026.csv,353,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB8147,JC-DevAus-AA1-2627-001191,27-06-2026,General Repair,0,RS1_100B210,,6000.3,JC_Backdate_June2026.csv,354,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA32AB1240,JC-DevAus-AA1-2627-001195,27-06-2026,General Repair,0,CSP_100B210,,16438.01,JC_Backdate_June2026.csv,355,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA28AA9863,JC-DevAus-AA1-2627-001168,27-06-2026,General Repair,0,CSP_100B210,,32640.55,JC_Backdate_June2026.csv,356,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
KA33B5285,JC-DevAus-AA1-2627-001165,27-06-2026,General Repair,0,RS1_100B210,,98500.18,JC_Backdate_June2026.csv,357,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
MH12XM0273,JC-DevAus-AA1-2627-001199,27-06-2026,General Repair,0,RS1_100B210,,3291.8,JC_Backdate_June2026.csv,358,J C NO,Merged Timeline Entry,86.0,VALID,2026-07-09 22:31:15
